"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0071603",0.238351633331673,0.956738088202378,2,4,"endothelial cell-cell adhesion","BP"
"GO:0006360",0.238555164958671,0.88940286007771,6,18,"transcription by RNA polymerase I","BP"
"GO:0002364",0.238749677855999,1,1,1,"NK T cell lineage commitment","BP"
"GO:0009914",0.238918270859151,1,1,1,"hormone transport","BP"
"GO:0015913",0.238918270859151,1,1,1,"short-chain fatty acid transmembrane transport","BP"
"GO:0046890",0.238980333900648,0.956543724525289,2,4,"regulation of lipid biosynthetic process","BP"
"GO:0046226",0.239016477949852,1,1,1,"coumarin catabolic process","BP"
"GO:0030656",0.239045801222451,1,1,1,"regulation of vitamin metabolic process","BP"
"GO:0031651",0.239045801222451,1,1,1,"negative regulation of heat generation","BP"
"GO:1902749",0.239157231340776,0.931432692274165,3,7,"regulation of cell cycle G2/M phase transition","BP"
"GO:0060300",0.239258889753004,1,1,1,"regulation of cytokine activity","BP"
"GO:0030210",0.239335628739166,0.914177716652379,4,10,"heparin proteoglycan biosynthetic process","BP"
"GO:0086004",0.239375598822965,0.901438077765612,5,13,"regulation of cardiac muscle cell contraction","BP"
"GO:0048864",0.23937788967803,0.931335745592294,3,7,"stem cell development","BP"
"GO:0099145",0.239581516765055,1,1,1,"regulation of exocytic insertion of neurotransmitter receptor to postsynaptic membrane","BP"
"GO:0008049",0.239628282373819,1,1,1,"male courtship behavior","BP"
"GO:0002052",0.239813365922111,0.869337692432362,9,27,"positive regulation of neuroblast proliferation","BP"
"GO:0061709",0.239833090799338,0.881046823653814,7,21,"reticulophagy","BP"
"GO:0021822",0.240167137376773,1,1,1,"negative regulation of cell motility involved in cerebral cortex radial glia guided migration","BP"
"GO:0006924",0.240182096558031,0.930981945252015,3,7,"activation-induced cell death of T cells","BP"
"GO:0006565",0.240429584343278,0.956094125485592,2,4,"L-serine catabolic process","BP"
"GO:1904843",0.240725086418132,1,1,1,"cellular response to nitroglycerin","BP"
"GO:0032876",0.240733588846386,1,1,1,"negative regulation of DNA endoreduplication","BP"
"GO:0035811",0.240762248220419,0.955990616153895,2,4,"negative regulation of urine volume","BP"
"GO:0017185",0.240775677648601,0.930720333416379,3,7,"peptidyl-lysine hydroxylation","BP"
"GO:0033076",0.240784465583902,1,1,1,"isoquinoline alkaloid metabolic process","BP"
"GO:0051100",0.240784465583902,1,1,1,"negative regulation of binding","BP"
"GO:0090350",0.240784465583902,1,1,1,"negative regulation of organofluorine metabolic process","BP"
"GO:0034059",0.240851934485885,1,1,1,"response to anoxia","BP"
"GO:0006370",0.241045308034889,0.930601365082256,3,7,"7-methylguanosine mRNA capping","BP"
"GO:0007057",0.24107886175852,0.955891994261828,2,4,"spindle assembly involved in female meiosis I","BP"
"GO:0009949",0.241183041457425,1,1,1,"polarity specification of anterior/posterior axis","BP"
"GO:0060251",0.241183041457425,1,1,1,"regulation of glial cell proliferation","BP"
"GO:0060439",0.241183041457425,1,1,1,"trachea morphogenesis","BP"
"GO:0060458",0.241183041457425,1,1,1,"right lung development","BP"
"GO:0060459",0.241183041457425,1,1,1,"left lung development","BP"
"GO:0060516",0.241183041457425,1,1,1,"primary prostatic bud elongation","BP"
"GO:0060782",0.241183041457425,1,1,1,"regulation of mesenchymal cell proliferation involved in prostate gland development","BP"
"GO:0060783",0.241183041457425,1,1,1,"mesenchymal smoothened signaling pathway involved in prostate gland development","BP"
"GO:0061189",0.241183041457425,1,1,1,"positive regulation of sclerotome development","BP"
"GO:1905327",0.241183041457425,1,1,1,"tracheoesophageal septum formation","BP"
"GO:2000062",0.241183041457425,1,1,1,"negative regulation of ureter smooth muscle cell differentiation","BP"
"GO:2000063",0.241183041457425,1,1,1,"positive regulation of ureter smooth muscle cell differentiation","BP"
"GO:2000357",0.241183041457425,1,1,1,"negative regulation of kidney smooth muscle cell differentiation","BP"
"GO:2000358",0.241183041457425,1,1,1,"positive regulation of kidney smooth muscle cell differentiation","BP"
"GO:0045107",0.241296495238876,1,1,1,"intermediate filament polymerization","BP"
"GO:0034315",0.241432088810265,0.888840628464824,6,17,"regulation of Arp2/3 complex-mediated actin nucleation","BP"
"GO:0051545",0.241472258876764,1,1,1,"negative regulation of elastin biosynthetic process","BP"
"GO:0003117",0.241621595609946,1,1,1,"regulation of vasoconstriction by circulating norepinephrine","BP"
"GO:0015939",0.241668755451859,0.930325965166074,3,7,"pantothenate metabolic process","BP"
"GO:0010922",0.241725835808333,0.955690144856886,2,4,"positive regulation of phosphatase activity","BP"
"GO:0048732",0.241799351528362,1,1,1,"gland development","BP"
"GO:0036092",0.241898063729971,0.874202003686591,8,23,"phosphatidylinositol-3-phosphate biosynthetic process","BP"
"GO:0038157",0.242047501633908,0.955589626585095,2,4,"granulocyte-macrophage colony-stimulating factor signaling pathway","BP"
"GO:1990116",0.242193487958251,0.930093827430303,3,7,"ribosome-associated ubiquitin-dependent protein catabolic process","BP"
"GO:1905534",0.242284111533394,1,1,1,"positive regulation of L-leucine import across plasma membrane","BP"
"GO:0051898",0.242441365271327,0.839409412653209,17,58,"negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","BP"
"GO:0007595",0.242560562108282,0.858033273747276,11,34,"lactation","BP"
"GO:0098528",0.242668042729975,0.929883617293971,3,7,"skeletal muscle fiber differentiation","BP"
"GO:0051988",0.2429031184707,0.912325766515078,4,10,"regulation of attachment of spindle microtubules to kinetochore","BP"
"GO:0097720",0.242937500414008,0.929764143127422,3,7,"calcineurin-mediated signaling","BP"
"GO:0007630",0.242973928776753,1,1,1,"jump response","BP"
"GO:1904034",0.242973928776753,1,1,1,"positive regulation of t-SNARE clustering","BP"
"GO:0060734",0.243013903798652,1,1,1,"regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation","BP"
"GO:0031444",0.243060281450892,1,1,1,"slow-twitch skeletal muscle fiber contraction","BP"
"GO:0045932",0.243060281450892,1,1,1,"negative regulation of muscle contraction","BP"
"GO:0046390",0.243126051584365,1,1,1,"ribose phosphate biosynthetic process","BP"
"GO:0045829",0.243446460685853,1,1,1,"negative regulation of isotype switching","BP"
"GO:1905062",0.243471492045085,1,1,1,"positive regulation of cardioblast proliferation","BP"
"GO:0060018",0.243819895599527,0.955033838075817,2,4,"astrocyte fate commitment","BP"
"GO:0070143",0.243854213141522,1,1,1,"mitochondrial alanyl-tRNA aminoacylation","BP"
"GO:0031069",0.243910425778183,0.865177374403081,9,29,"hair follicle morphogenesis","BP"
"GO:2000158",0.243965445773958,1,1,1,"positive regulation of ubiquitin-specific protease activity","BP"
"GO:0010658",0.244069063184111,1,1,1,"striated muscle cell apoptotic process","BP"
"GO:1905475",0.244151418443733,0.954929516390008,2,4,"regulation of protein localization to membrane","BP"
"GO:1904823",0.244318586535017,0.929150485795908,3,7,"purine nucleobase transmembrane transport","BP"
"GO:0033622",0.244352572515938,0.911569212006441,4,10,"integrin activation","BP"
"GO:1905232",0.244368391678187,0.929128315226618,3,7,"cellular response to L-glutamate","BP"
"GO:0140639",0.244468825791328,0.929083598752579,3,7,"positive regulation of pyroptotic inflammatory response","BP"
"GO:0048387",0.244487182581989,0.929075424478736,3,7,"negative regulation of retinoic acid receptor signaling pathway","BP"
"GO:1903785",0.244498670266811,1,1,1,"L-valine transmembrane transport","BP"
"GO:2000719",0.244572507024452,1,1,1,"negative regulation of maintenance of mitotic sister chromatid cohesion, centromeric","BP"
"GO:0046684",0.244629835952919,1,1,1,"response to pyrethroid","BP"
"GO:0051174",0.244951613326053,1,1,1,"regulation of phosphorus metabolic process","BP"
"GO:0035705",0.245052896720554,1,1,1,"T-helper 17 cell chemotaxis","BP"
"GO:0043310",0.245052896720554,1,1,1,"negative regulation of eosinophil degranulation","BP"
"GO:2000451",0.245052896720554,1,1,1,"positive regulation of CD8-positive, alpha-beta T cell extravasation","BP"
"GO:2000464",0.245052896720554,1,1,1,"positive regulation of astrocyte chemotaxis","BP"
"GO:1903573",0.245063905080685,0.928818414230854,3,7,"negative regulation of response to endoplasmic reticulum stress","BP"
"GO:2000543",0.245092056832029,0.954632899387824,2,4,"positive regulation of gastrulation","BP"
"GO:0032418",0.245131768468772,0.859710327025738,10,32,"lysosome localization","BP"
"GO:0140115",0.245142372607357,0.911155968964484,4,10,"export across plasma membrane","BP"
"GO:2001256",0.245223146111154,0.896235778325456,5,14,"regulation of store-operated calcium entry","BP"
"GO:0032383",0.245333238610884,0.954556697833553,2,4,"regulation of intracellular cholesterol transport","BP"
"GO:0060397",0.245403953300059,0.911018947924934,4,10,"growth hormone receptor signaling pathway via JAK-STAT","BP"
"GO:0030099",0.245629670448979,0.870011718303428,8,25,"myeloid cell differentiation","BP"
"GO:0010720",0.245659539292826,1,1,1,"positive regulation of cell development","BP"
"GO:1902761",0.245659539292826,1,1,1,"positive regulation of chondrocyte development","BP"
"GO:0021512",0.245663693469057,1,1,1,"spinal cord anterior/posterior patterning","BP"
"GO:0002367",0.245721396568089,1,1,1,"cytokine production involved in immune response","BP"
"GO:0003092",0.245725485800124,1,1,1,"renal water retention","BP"
"GO:0061945",0.245838245162921,1,1,1,"regulation of protein K48-linked ubiquitination","BP"
"GO:0031394",0.246010390554601,0.954342427533415,2,4,"positive regulation of prostaglandin biosynthetic process","BP"
"GO:0034344",0.246046391452543,1,1,1,"regulation of type III interferon production","BP"
"GO:0002232",0.246093514436283,0.92474286591438,3,8,"leukocyte chemotaxis involved in inflammatory response","BP"
"GO:0050688",0.246162753772384,0.928327673141314,3,7,"regulation of defense response to virus","BP"
"GO:1901293",0.246210726319563,1,1,1,"nucleoside phosphate biosynthetic process","BP"
"GO:0015904",0.246249666425656,1,1,1,"tetracycline transmembrane transport","BP"
"GO:0009888",0.246350641563756,0.928243625277198,3,7,"tissue development","BP"
"GO:0050792",0.246404046613764,1,1,1,"regulation of viral process","BP"
"GO:1901327",0.246404046613764,1,1,1,"response to tacrolimus","BP"
"GO:1905216",0.246528386810498,1,1,1,"positive regulation of RNA binding","BP"
"GO:0033023",0.246619663547595,1,1,1,"mast cell homeostasis","BP"
"GO:0089708",0.246619663547595,1,1,1,"L-histidine transmembrane export from vacuole","BP"
"GO:0000466",0.246778414472258,0.9540988248188,2,4,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP"
"GO:1901805",0.246784432064306,1,1,1,"beta-glucoside catabolic process","BP"
"GO:1903017",0.246784432064306,1,1,1,"positive regulation of exo-alpha-sialidase activity","BP"
"GO:0014902",0.246817760846548,0.9280344941283,3,7,"myotube differentiation","BP"
"GO:0006641",0.246893060028828,0.863084494804115,9,29,"triglyceride metabolic process","BP"
"GO:0030844",0.247039272794386,1,1,1,"positive regulation of intermediate filament depolymerization","BP"
"GO:0006497",0.247066389418476,0.954007326192464,2,4,"protein lipidation","BP"
"GO:0006617",0.247106869356108,0.953994457525712,2,4,"SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition","BP"
"GO:2001054",0.24718031620529,0.927872004973158,3,7,"negative regulation of mesenchymal cell apoptotic process","BP"
"GO:0038134",0.247252702628774,0.927839545036419,3,7,"ERBB2-EGFR signaling pathway","BP"
"GO:0043171",0.247282047082211,0.885207315811713,6,17,"peptide catabolic process","BP"
"GO:0006863",0.247288909453089,1,1,1,"purine nucleobase transport","BP"
"GO:0071722",0.247288909453089,1,1,1,"detoxification of arsenic-containing substance","BP"
"GO:0010925",0.247377216527507,1,1,1,"positive regulation of inositol-polyphosphate 5-phosphatase activity","BP"
"GO:0060305",0.247377216527507,1,1,1,"regulation of cell diameter","BP"
"GO:0070560",0.247377216527507,1,1,1,"protein secretion by platelet","BP"
"GO:1990550",0.247413352226069,1,1,1,"mitochondrial alpha-ketoglutarate transmembrane transport","BP"
"GO:0072255",0.24749519340672,1,1,1,"metanephric glomerular mesangial cell development","BP"
"GO:1905176",0.24749519340672,1,1,1,"positive regulation of vascular associated smooth muscle cell dedifferentiation","BP"
"GO:2000591",0.24749519340672,1,1,1,"positive regulation of metanephric mesenchymal cell migration","BP"
"GO:0003245",0.247647833000882,1,1,1,"cardiac muscle tissue growth involved in heart morphogenesis","BP"
"GO:0002450",0.247669021499189,1,1,1,"B cell antigen processing and presentation","BP"
"GO:0046081",0.247669021499189,1,1,1,"dUTP catabolic process","BP"
"GO:1905458",0.247679482588541,1,1,1,"positive regulation of lymphoid progenitor cell differentiation","BP"
"GO:0002517",0.247688132908629,1,1,1,"T cell tolerance induction","BP"
"GO:0051341",0.247737116480439,1,1,1,"regulation of oxidoreductase activity","BP"
"GO:1902948",0.247771347406045,1,1,1,"negative regulation of tau-protein kinase activity","BP"
"GO:1903975",0.247838302351367,1,1,1,"regulation of glial cell migration","BP"
"GO:0008216",0.24788837234897,1,1,1,"spermidine metabolic process","BP"
"GO:0140541",0.247895528775323,1,1,1,"piRNA transcription","BP"
"GO:0045624",0.247934652073196,1,1,1,"positive regulation of T-helper cell differentiation","BP"
"GO:1990442",0.247987825460238,1,1,1,"intrinsic apoptotic signaling pathway in response to nitrosative stress","BP"
"GO:0090301",0.247992972567987,1,1,1,"negative regulation of neural crest formation","BP"
"GO:0042749",0.247994254607797,1,1,1,"regulation of circadian sleep/wake cycle","BP"
"GO:0015679",0.248004443124113,1,1,1,"plasma membrane copper ion transport","BP"
"GO:1902601",0.248004443124113,1,1,1,"silver ion transmembrane transport","BP"
"GO:0010496",0.248019502107636,1,1,1,"intercellular transport","BP"
"GO:0000481",0.248024462766941,1,1,1,"maturation of 5S rRNA","BP"
"GO:0016525",0.248038037224861,0.820132646223574,26,92,"negative regulation of angiogenesis","BP"
"GO:0003026",0.248074817853967,1,1,1,"regulation of systemic arterial blood pressure by aortic arch baroreceptor feedback","BP"
"GO:0001806",0.248080607124495,1,1,1,"type IV hypersensitivity","BP"
"GO:2000607",0.248080607124495,1,1,1,"negative regulation of cell proliferation involved in mesonephros development","BP"
"GO:2000683",0.248080607124495,1,1,1,"regulation of cellular response to X-ray","BP"
"GO:2000703",0.248080607124495,1,1,1,"negative regulation of fibroblast growth factor receptor signaling pathway involved in ureteric bud formation","BP"
"GO:2000734",0.248080607124495,1,1,1,"negative regulation of glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation","BP"
"GO:0044795",0.248121053752389,1,1,1,"trans-Golgi network to recycling endosome transport","BP"
"GO:0001777",0.248134066991119,1,1,1,"T cell homeostatic proliferation","BP"
"GO:0032976",0.248134066991119,1,1,1,"release of matrix enzymes from mitochondria","BP"
"GO:0048087",0.248134066991119,1,1,1,"positive regulation of developmental pigmentation","BP"
"GO:0045599",0.248163737865622,0.842893796451545,14,46,"negative regulation of fat cell differentiation","BP"
"GO:1901862",0.248189884547418,1,1,1,"negative regulation of muscle tissue development","BP"
"GO:1904205",0.248189884547418,1,1,1,"negative regulation of skeletal muscle hypertrophy","BP"
"GO:0048731",0.248213326108228,1,1,1,"system development","BP"
"GO:0006185",0.248218109227016,1,1,1,"dGDP biosynthetic process","BP"
"GO:0046060",0.248218109227016,1,1,1,"dATP metabolic process","BP"
"GO:0046711",0.248218109227016,1,1,1,"GDP biosynthetic process","BP"
"GO:1904247",0.248258774856539,1,1,1,"positive regulation of polynucleotide adenylyltransferase activity","BP"
"GO:0043519",0.24832832211392,1,1,1,"regulation of myosin II filament organization","BP"
"GO:0045763",0.248393881917238,1,1,1,"negative regulation of amino acid metabolic process","BP"
"GO:0000025",0.248396774484681,1,1,1,"maltose catabolic process","BP"
"GO:0005983",0.248396774484681,1,1,1,"starch catabolic process","BP"
"GO:1901027",0.248396774484681,1,1,1,"dextrin catabolic process","BP"
"GO:0010908",0.248432607003166,1,1,1,"regulation of heparan sulfate proteoglycan biosynthetic process","BP"
"GO:1904583",0.248464114685329,1,1,1,"response to polyamine macromolecule","BP"
"GO:0002664",0.248470005997819,1,1,1,"regulation of T cell tolerance induction","BP"
"GO:2000561",0.248470005997819,1,1,1,"regulation of CD4-positive, alpha-beta T cell proliferation","BP"
"GO:0048534",0.248471960551562,1,1,1,"hematopoietic or lymphoid organ development","BP"
"GO:0005984",0.248493815437102,1,1,1,"disaccharide metabolic process","BP"
"GO:0030211",0.248493815437102,1,1,1,"heparin proteoglycan catabolic process","BP"
"GO:0016261",0.248526977620864,1,1,1,"selenocysteine catabolic process","BP"
"GO:0090340",0.248534980804869,1,1,1,"positive regulation of secretion of lysosomal enzymes","BP"
"GO:0048738",0.248541849107873,0.892725213546202,5,15,"cardiac muscle tissue development","BP"
"GO:0045062",0.248601074647169,1,1,1,"extrathymic T cell selection","BP"
"GO:0002152",0.248632608043788,1,1,1,"bile acid conjugation","BP"
"GO:2001178",0.24865409470443,1,1,1,"positive regulation of mediator complex assembly","BP"
"GO:0035712",0.248675923263118,1,1,1,"T-helper 2 cell activation","BP"
"GO:0035713",0.248675923263118,1,1,1,"response to nitrogen dioxide","BP"
"GO:1900281",0.248675923263118,1,1,1,"positive regulation of CD4-positive, alpha-beta T cell costimulation","BP"
"GO:2000572",0.248675923263118,1,1,1,"positive regulation of interleukin-4-dependent isotype switching to IgE isotypes","BP"
"GO:0060696",0.248697562357109,1,1,1,"regulation of phospholipid catabolic process","BP"
"GO:2000157",0.248703375195375,1,1,1,"negative regulation of ubiquitin-specific protease activity","BP"
"GO:0034355",0.248728373164421,1,1,1,"NAD biosynthetic process via the salvage pathway","BP"
"GO:0051092",0.248781733609017,0.813250653421673,32,114,"positive regulation of NF-kappaB transcription factor activity","BP"
"GO:0106279",0.24879193550152,1,1,1,"negative regulation of UDP-N-acetylglucosamine biosynthetic process","BP"
"GO:0009794",0.248821109973912,1,1,1,"regulation of mitotic cell cycle, embryonic","BP"
"GO:0010453",0.248845961409712,1,1,1,"regulation of cell fate commitment","BP"
"GO:0048392",0.248845961409712,1,1,1,"intermediate mesodermal cell differentiation","BP"
"GO:0055020",0.248845961409712,1,1,1,"positive regulation of cardiac muscle fiber development","BP"
"GO:0060433",0.248845961409712,1,1,1,"bronchus development","BP"
"GO:0060503",0.248845961409712,1,1,1,"bud dilation involved in lung branching","BP"
"GO:0060592",0.248845961409712,1,1,1,"mammary gland formation","BP"
"GO:0072200",0.248845961409712,1,1,1,"negative regulation of mesenchymal cell proliferation involved in ureter development","BP"
"GO:0090194",0.248845961409712,1,1,1,"negative regulation of glomerulus development","BP"
"GO:1905770",0.248845961409712,1,1,1,"regulation of mesodermal cell differentiation","BP"
"GO:2000005",0.248845961409712,1,1,1,"negative regulation of metanephric S-shaped body morphogenesis","BP"
"GO:2000007",0.248845961409712,1,1,1,"negative regulation of metanephric comma-shaped body morphogenesis","BP"
"GO:1904885",0.248881461866424,1,1,1,"beta-catenin destruction complex assembly","BP"
"GO:0106342",0.248904001004242,1,1,1,"omega-hydroxyceramide biosynthetic process","BP"
"GO:0060683",0.248970482709252,1,1,1,"regulation of branching involved in salivary gland morphogenesis by epithelial-mesenchymal signaling","BP"
"GO:0051053",0.248971387048555,1,1,1,"negative regulation of DNA metabolic process","BP"
"GO:0045887",0.248980472333522,1,1,1,"positive regulation of synaptic assembly at neuromuscular junction","BP"
"GO:0009104",0.248986877271109,1,1,1,"lipopolysaccharide catabolic process","BP"
"GO:0010164",0.249030840484446,1,1,1,"response to cesium ion","BP"
"GO:0021688",0.249059767223353,1,1,1,"cerebellar molecular layer formation","BP"
"GO:0045605",0.249059767223353,1,1,1,"negative regulation of epidermal cell differentiation","BP"
"GO:0045611",0.249059767223353,1,1,1,"negative regulation of hemocyte differentiation","BP"
"GO:0048631",0.249059767223353,1,1,1,"regulation of skeletal muscle tissue growth","BP"
"GO:0060853",0.249059767223353,1,1,1,"Notch signaling pathway involved in arterial endothelial cell fate commitment","BP"
"GO:0071864",0.249078164048645,0.953365711055853,2,4,"positive regulation of cell proliferation in bone marrow","BP"
"GO:0071166",0.249136018312965,1,1,1,"ribonucleoprotein complex localization","BP"
"GO:1905041",0.249174659157567,1,1,1,"regulation of epithelium regeneration","BP"
"GO:0039654",0.249270472698228,1,1,1,"fusion of virus membrane with host endosome membrane","BP"
"GO:0060561",0.24933216835072,0.953284401324172,2,4,"apoptotic process involved in morphogenesis","BP"
"GO:0050729",0.249372941459791,0.818446919412218,26,97,"positive regulation of inflammatory response","BP"
"GO:0046016",0.249384686835004,1,1,1,"positive regulation of transcription by glucose","BP"
"GO:0002100",0.249431501368436,1,1,1,"tRNA wobble adenosine to inosine editing","BP"
"GO:0060502",0.249441332719625,0.953249435851888,2,4,"epithelial cell proliferation involved in lung morphogenesis","BP"
"GO:0090129",0.249485081928859,0.926835551861582,3,7,"positive regulation of synapse maturation","BP"
"GO:0100001",0.249500482935713,1,1,1,"regulation of skeletal muscle contraction by action potential","BP"
"GO:0033396",0.249516789684178,1,1,1,"beta-alanine biosynthetic process via 3-ureidopropionate","BP"
"GO:0046135",0.249516789684178,1,1,1,"pyrimidine nucleoside catabolic process","BP"
"GO:0014812",0.249529407814964,1,1,1,"muscle cell migration","BP"
"GO:0036022",0.249588271296689,0.953202351617925,2,4,"limb joint morphogenesis","BP"
"GO:1901723",0.249688474595218,1,1,1,"negative regulation of cell proliferation involved in kidney development","BP"
"GO:0042494",0.249744014378907,1,1,1,"detection of bacterial lipoprotein","BP"
"GO:0046958",0.24977838251615,1,1,1,"nonassociative learning","BP"
"GO:0048685",0.249851069394343,1,1,1,"negative regulation of collateral sprouting of intact axon in response to injury","BP"
"GO:0090152",0.249876603651044,1,1,1,"establishment of protein localization to mitochondrial membrane involved in mitochondrial fission","BP"
"GO:1902367",0.249889442061979,1,1,1,"negative regulation of Notch signaling pathway involved in somitogenesis","BP"
"GO:0098817",0.249944168165619,1,1,1,"evoked excitatory postsynaptic potential","BP"
"GO:0043179",0.24995143107723,1,1,1,"rhythmic excitation","BP"
"GO:0060585",0.24995143107723,1,1,1,"positive regulation of prostaglandin-endoperoxide synthase activity","BP"
"GO:0071396",0.249957683540147,0.953083879515298,2,4,"cellular response to lipid","BP"
"GO:0051310",0.249960582813665,0.893450750177627,5,14,"metaphase chromosome alignment","BP"
"GO:0072173",0.249989428928656,1,1,1,"metanephric tubule morphogenesis","BP"
"GO:0010021",0.250059089232147,1,1,1,"amylopectin biosynthetic process","BP"
"GO:0098694",0.250059089232147,1,1,1,"regulation of synaptic vesicle budding from presynaptic endocytic zone membrane","BP"
"GO:0010625",0.250093628471794,1,1,1,"positive regulation of Schwann cell proliferation","BP"
"GO:1901340",0.250120863046262,1,1,1,"negative regulation of store-operated calcium channel activity","BP"
"GO:0002762",0.250122381296292,1,1,1,"negative regulation of myeloid leukocyte differentiation","BP"
"GO:0038159",0.250122381296292,1,1,1,"C-X-C chemokine receptor CXCR4 signaling pathway","BP"
"GO:0032528",0.250250283672663,1,1,1,"microvillus organization","BP"
"GO:0051463",0.250250283672663,1,1,1,"negative regulation of cortisol secretion","BP"
"GO:0060125",0.250250283672663,1,1,1,"negative regulation of growth hormone secretion","BP"
"GO:0061582",0.250250283672663,1,1,1,"intestinal epithelial cell migration","BP"
"GO:1900208",0.250251847135108,1,1,1,"regulation of cardiolipin metabolic process","BP"
"GO:0070862",0.25027693425635,1,1,1,"negative regulation of protein exit from endoplasmic reticulum","BP"
"GO:1901303",0.25027693425635,1,1,1,"negative regulation of cargo loading into COPII-coated vesicle","BP"
"GO:0010508",0.250315278073235,0.827207018748315,20,69,"positive regulation of autophagy","BP"
"GO:0043304",0.250317415589163,0.926459760943388,3,7,"regulation of mast cell degranulation","BP"
"GO:0051640",0.25032956656883,0.952964471097988,2,4,"organelle localization","BP"
"GO:0006175",0.250378616975915,1,1,1,"dATP biosynthetic process","BP"
"GO:1905832",0.25041822158224,0.926414194275278,3,7,"positive regulation of spindle assembly","BP"
"GO:1905513",0.250435112463956,1,1,1,"negative regulation of short-term synaptic potentiation","BP"
"GO:0003069",0.250446485697028,1,1,1,"acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure","BP"
"GO:0048773",0.250446485697028,1,1,1,"erythrophore differentiation","BP"
"GO:0071000",0.250446485697028,1,1,1,"response to magnetism","BP"
"GO:1905932",0.250446485697028,1,1,1,"positive regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching","BP"
"GO:1902206",0.250503718221975,1,1,1,"negative regulation of interleukin-2-mediated signaling pathway","BP"
"GO:1902233",0.250503718221975,1,1,1,"negative regulation of positive thymic T cell selection","BP"
"GO:0003274",0.25052469215459,0.952901760189612,2,4,"endocardial cushion fusion","BP"
"GO:0002001",0.250529549216628,0.952900198683819,2,4,"renin secretion into blood stream","BP"
"GO:0015990",0.250568201952938,1,1,1,"electron transport coupled proton transport","BP"
"GO:0051282",0.250594870395592,1,1,1,"regulation of sequestering of calcium ion","BP"
"GO:0035989",0.250598261749709,0.952878105523248,2,4,"tendon development","BP"
"GO:0001576",0.25068069156264,1,1,1,"globoside biosynthetic process","BP"
"GO:0055002",0.250826418787064,1,1,1,"striated muscle cell development","BP"
"GO:0098970",0.250874531502156,0.926207786385486,3,7,"postsynaptic neurotransmitter receptor diffusion trapping","BP"
"GO:1900753",0.250880380867419,1,1,1,"doxorubicin transport","BP"
"GO:2001111",0.250885625645078,1,1,1,"positive regulation of lens epithelial cell proliferation","BP"
"GO:0002480",0.250908398811925,1,1,1,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent","BP"
"GO:0002725",0.250927220343538,0.926183937728503,3,7,"negative regulation of T cell cytokine production","BP"
"GO:0180012",0.250936528922104,1,1,1,"co-transcriptional RNA 3'-end processing, cleavage and polyadenylation pathway","BP"
"GO:0110059",0.250948870877042,1,1,1,"negative regulation of blood vessel endothelial cell differentiation","BP"
"GO:0002416",0.250961234043686,1,1,1,"IgG immunoglobulin transcytosis in epithelial cells mediated by FcRn immunoglobulin receptor","BP"
"GO:0002505",0.251009117807255,1,1,1,"antigen processing and presentation of polysaccharide antigen via MHC class II","BP"
"GO:0002747",0.251009117807255,1,1,1,"antigen processing and presentation following phagocytosis","BP"
"GO:0046754",0.251009117807255,1,1,1,"viral exocytosis","BP"
"GO:0038110",0.251020545956571,0.926141687787388,3,7,"interleukin-2-mediated signaling pathway","BP"
"GO:0071471",0.251165495463076,1,1,1,"cellular response to non-ionic osmotic stress","BP"
"GO:1905375",0.251165495463076,1,1,1,"cellular response to homocysteine","BP"
"GO:0060463",0.251266555482784,0.926030267831918,3,7,"lung lobe morphogenesis","BP"
"GO:0090170",0.251282852930018,0.952657719327507,2,4,"regulation of Golgi inheritance","BP"
"GO:0016073",0.25131200165767,1,1,1,"snRNA metabolic process","BP"
"GO:0040031",0.25131200165767,1,1,1,"snRNA modification","BP"
"GO:1903644",0.251323090918331,1,1,1,"regulation of chaperone-mediated protein folding","BP"
"GO:0035395",0.251404833166885,1,1,1,"negative regulation of chemokine (C-X-C motif) ligand 9 production","BP"
"GO:1990960",0.2515004884228,1,1,1,"basophil homeostasis","BP"
"GO:0002098",0.251513269331949,0.892532613304208,5,14,"tRNA wobble uridine modification","BP"
"GO:0043413",0.251523134235548,1,1,1,"macromolecule glycosylation","BP"
"GO:0036494",0.251538260365435,1,1,1,"positive regulation of translation initiation in response to endoplasmic reticulum stress","BP"
"GO:0050920",0.251720283186922,0.925824589163036,3,7,"regulation of chemotaxis","BP"
"GO:0042509",0.251787200549375,1,1,1,"regulation of tyrosine phosphorylation of STAT protein","BP"
"GO:0014736",0.251814350774326,1,1,1,"negative regulation of muscle atrophy","BP"
"GO:0014876",0.251814350774326,1,1,1,"response to injury involved in regulation of muscle adaptation","BP"
"GO:0035442",0.25182989396735,1,1,1,"dipeptide transmembrane transport","BP"
"GO:0141204",0.25182989396735,1,1,1,"dipeptide transmembrane transport from lysosomal lumen to cytosol","BP"
"GO:0044281",0.251880552281972,1,1,1,"small molecule metabolic process","BP"
